model,case,v_ms,lambda_uev,geom_label,dP_v,dchi_phi
B_x,case_i_center,5.0,0.5,half_z_nm-,7.708378e-05,4.470559e-05
B_x,case_i_center,5.0,0.5,period_nm+,2.148705e-05,3.669757e-05
B_x,case_i_center,5.0,0.5,period_nm-,-5.166139e-04,-1.048255e-03
B_x,case_i_center,5.0,1.0,baseline,9.247911e-05,-2.692824e-05
B_x,case_i_center,5.0,1.0,depth_nm+,4.575999e-05,2.088654e-04
B_x,case_i_center,5.0,1.0,depth_nm-,8.643278e-05,-9.101941e-06
B_x,case_i_center,5.0,1.0,half_x_nm+,-1.779602e-04,1.685411e-05
B_x,case_i_center,5.0,1.0,half_x_nm-,-1.733930e-05,-2.983887e-05
B_x,case_i_center,5.0,1.0,half_z_nm+,5.767019e-04,2.218226e-05
B_x,case_i_center,5.0,1.0,half_z_nm-,-2.952510e-04,1.682247e-05
B_x,case_i_center,5.0,1.0,period_nm+,-2.889263e-04,8.448652e-06
B_x,case_i_center,5.0,1.0,period_nm-,1.160444e-03,-3.639126e-04
B_x,case_i_center,10.0,0.5,baseline,-1.471282e-05,-1.261308e-06
B_x,case_i_center,10.0,0.5,depth_nm+,-2.333218e-05,7.535268e-06
B_x,case_i_center,10.0,0.5,depth_nm-,8.021926e-06,-1.775044e-07
B_x,case_i_center,10.0,0.5,half_x_nm+,-4.383970e-06,2.337973e-06
B_x,case_i_center,10.0,0.5,half_x_nm-,-4.508915e-05,-1.725013e-06
B_x,case_i_center,10.0,0.5,half_z_nm+,1.071904e-04,2.870533e-07
B_x,case_i_center,10.0,0.5,half_z_nm-,-1.436333e-05,1.136754e-06
B_x,case_i_center,10.0,0.5,period_nm+,1.917545e-05,9.860850e-07
B_x,case_i_center,10.0,0.5,period_nm-,-3.722027e-04,-8.120753e-06
B_x,case_i_center,10.0,1.0,baseline,-3.051076e-05,-6.809570e-06
B_x,case_i_center,10.0,1.0,depth_nm+,-5.459099e-05,4.131819e-05
B_x,case_i_center,10.0,1.0,depth_nm-,-4.725109e-07,-9.518643e-07
B_x,case_i_center,10.0,1.0,half_x_nm+,-7.146519e-06,1.223399e-05
B_x,case_i_center,10.0,1.0,half_x_nm-,-4.599618e-05,-1.013316e-05
B_x,case_i_center,10.0,1.0,half_z_nm+,1.177193e-04,2.811174e-06
B_x,case_i_center,10.0,1.0,half_z_nm-,-1.586129e-05,6.058407e-06
B_x,case_i_center,10.0,1.0,period_nm+,2.047144e-05,4.263269e-06
B_x,case_i_center,10.0,1.0,period_nm-,-3.483149e-04,-4.123100e-05
B_x,case_i_center,20.0,0.5,baseline,1.047457e-05,-2.666403e-08
B_x,case_i_center,20.0,0.5,depth_nm+,6.562039e-06,-1.691442e-07
B_x,case_i_center,20.0,0.5,depth_nm-,1.515541e-06,5.180110e-09
B_x,case_i_center,20.0,0.5,half_x_nm+,-2.016891e-06,4.301478e-08
B_x,case_i_center,20.0,0.5,half_x_nm-,-6.827819e-06,-6.472172e-08
B_x,case_i_center,20.0,0.5,half_z_nm+,-1.198451e-05,-2.295046e-07
B_x,case_i_center,20.0,0.5,half_z_nm-,-2.039697e-06,1.564672e-08
B_x,case_i_center,20.0,0.5,period_nm+,-8.025906e-06,3.852202e-08
B_x,case_i_center,20.0,0.5,period_nm-,4.569103e-05,-3.038211e-07
B_x,case_i_center,20.0,1.0,baseline,-2.877821e-05,-1.352719e-07
B_x,case_i_center,20.0,1.0,depth_nm+,6.741796e-06,-2.214697e-07
B_x,case_i_center,20.0,1.0,depth_nm-,5.748993e-07,7.855644e-08
B_x,case_i_center,20.0,1.0,half_x_nm+,-4.879796e-06,5.816436e-07
B_x,case_i_center,20.0,1.0,half_x_nm-,6.539250e-06,-4.344954e-07
B_x,case_i_center,20.0,1.0,half_z_nm+,2.137882e-05,-1.769753e-06
B_x,case_i_center,20.0,1.0,half_z_nm-,-1.868487e-06,1.955993e-07
B_x,case_i_center,20.0,1.0,period_nm+,1.523430e-05,2.804075e-07
B_x,case_i_center,20.0,1.0,period_nm-,-1.381863e-04,-3.280296e-06
B_x,case_ii_edge,5.0,0.5,baseline,1.777947e-02,6.029335e-02
B_x,case_ii_edge,5.0,0.5,depth_nm+,-1.715665e-02,-8.297077e-04
B_x,case_ii_edge,5.0,0.5,depth_nm-,3.844851e-03,-1.601241e-02
B_x,case_ii_edge,5.0,0.5,half_x_nm+,2.211309e-02,4.707191e-02
B_x,case_ii_edge,5.0,0.5,half_x_nm-,-6.344890e-03,1.696368e-02
B_x,case_ii_edge,5.0,0.5,half_z_nm+,2.208341e-02,5.434604e-02
B_x,case_ii_edge,5.0,0.5,half_z_nm-,8.750216e-03,-4.996672e-04
B_x,case_ii_edge,5.0,0.5,period_nm+,7.776196e-03,-5.842951e-04
B_x,case_ii_edge,5.0,0.5,period_nm-,-7.448578e-03,5.356071e-04
B_x,case_ii_edge,5.0,1.0,baseline,6.976702e-02,7.894173e-02
B_x,case_ii_edge,5.0,1.0,depth_nm+,-8.020346e-02,1.521261e-01
B_x,case_ii_edge,5.0,1.0,depth_nm-,1.498909e-02,8.336526e-03
B_x,case_ii_edge,5.0,1.0,half_x_nm+,8.262555e-02,5.744901e-02
B_x,case_ii_edge,5.0,1.0,half_x_nm-,-3.795342e-02,5.654521e-02
B_x,case_ii_edge,5.0,1.0,half_z_nm+,8.982709e-02,3.998170e-02
B_x,case_ii_edge,5.0,1.0,half_z_nm-,4.282141e-02,-1.675916e-02
B_x,case_ii_edge,5.0,1.0,period_nm+,4.463373e-02,-2.231624e-02
B_x,case_ii_edge,5.0,1.0,period_nm-,-2.549851e-02,1.733346e-02
B_x,case_ii_edge,10.0,0.5,baseline,-9.714934e-03,-1.390136e-03
B_x,case_ii_edge,10.0,0.5,depth_nm+,-3.921412e-03,-8.380317e-03
B_x,case_ii_edge,10.0,0.5,depth_nm-,6.627873e-03,-7.719530e-04
B_x,case_ii_edge,10.0,0.5,half_x_nm+,1.380351e-02,6.689485e-04
B_x,case_ii_edge,10.0,0.5,half_x_nm-,2.987240e-03,2.652231e-03
B_x,case_ii_edge,10.0,0.5,half_z_nm+,-1.195745e-02,-7.681192e-05
B_x,case_ii_edge,10.0,0.5,half_z_nm-,-7.959356e-03,8.640386e-04
B_x,case_ii_edge,10.0,0.5,period_nm+,-7.633980e-03,4.789276e-04
B_x,case_ii_edge,10.0,0.5,period_nm-,3.928057e-03,1.311484e-04
B_x,case_ii_edge,10.0,1.0,baseline,-1.487395e-02,-1.524480e-05
B_x,case_ii_edge,10.0,1.0,depth_nm+,-4.910207e-03,-5.669729e-03
B_x,case_ii_edge,10.0,1.0,depth_nm-,9.025658e-03,-4.051682e-04
B_x,case_ii_edge,10.0,1.0,half_x_nm+,1.962354e-02,9.770941e-04
B_x,case_ii_edge,10.0,1.0,half_x_nm-,4.928252e-03,1.543686e-03
B_x,case_ii_edge,10.0,1.0,half_z_nm+,-1.836282e-02,1.032348e-03
B_x,case_ii_edge,10.0,1.0,half_z_nm-,-1.177312e-02,1.012423e-03
B_x,case_ii_edge,10.0,1.0,period_nm+,-1.213091e-02,5.614292e-04
B_x,case_ii_edge,10.0,1.0,period_nm-,6.566188e-03,2.584833e-04
B_x,case_ii_edge,20.0,0.5,baseline,2.604656e-05,-2.015680e-04
B_x,case_ii_edge,20.0,0.5,depth_nm+,2.125998e-04,-3.200734e-04
B_x,case_ii_edge,20.0,0.5,depth_nm-,3.475264e-04,-3.034678e-05
B_x,case_ii_edge,20.0,0.5,half_x_nm+,6.085648e-04,-2.394591e-05
B_x,case_ii_edge,20.0,0.5,half_x_nm-,-3.675240e-04,-5.166737e-05
B_x,case_ii_edge,20.0,0.5,half_z_nm+,-1.609230e-04,-2.786598e-04
B_x,case_ii_edge,20.0,0.5,half_z_nm-,-1.551752e-04,-1.252765e-04
B_x,case_ii_edge,20.0,0.5,period_nm+,-1.014013e-04,-1.221833e-04
B_x,case_ii_edge,20.0,0.5,period_nm-,-3.908940e-04,2.227042e-06
B_x,case_ii_edge,20.0,1.0,baseline,-6.676732e-04,-2.752767e-03
B_x,case_ii_edge,20.0,1.0,depth_nm+,-1.896237e-03,-4.053598e-03
