model,case,v_ms,lambda_uev,geom_label,dP_v,dchi_phi
B_x,case_ii_edge,10.0,1.0,period_nm-,8.920931e-04,1.284181e-05
B_x,case_ii_edge,10.0,1.0,period_nm+,9.027408e-05,-2.415583e-04
B_x,case_ii_edge,10.0,1.0,depth_nm-,4.563062e-04,1.153562e-03
B_x,case_ii_edge,10.0,1.0,depth_nm+,-1.143834e-03,3.614034e-04
B_x,case_ii_edge,10.0,1.0,half_x_nm-,8.078088e-04,-2.254397e-03
B_x,case_ii_edge,10.0,1.0,half_x_nm+,-7.923373e-03,4.447494e-03
B_x,case_ii_edge,10.0,1.0,half_z_nm-,1.144491e-03,-1.562386e-03
B_x,case_ii_edge,10.0,1.0,half_z_nm+,-8.526232e-03,7.383287e-03
B_x,case_ii_edge,20.0,0.5,baseline,2.535470e-05,2.023394e-05
B_x,case_ii_edge,20.0,0.5,period_nm-,2.321937e-05,6.142177e-08
B_x,case_ii_edge,20.0,0.5,period_nm+,-2.848807e-06,-1.980667e-06
B_x,case_ii_edge,20.0,0.5,depth_nm-,3.007563e-05,1.226937e-04
B_x,case_ii_edge,20.0,0.5,depth_nm+,4.384989e-05,6.286745e-05
B_x,case_ii_edge,20.0,0.5,half_x_nm-,8.418084e-06,-6.229799e-06
B_x,case_ii_edge,20.0,0.5,half_x_nm+,4.400202e-05,-1.060597e-05
B_x,case_ii_edge,20.0,0.5,half_z_nm-,1.416352e-05,-2.751526e-06
B_x,case_ii_edge,20.0,0.5,half_z_nm+,4.369710e-05,6.962265e-05
B_x,case_ii_edge,20.0,1.0,baseline,-1.201511e-03,2.129023e-03
B_x,case_ii_edge,20.0,1.0,period_nm-,-7.129655e-04,-4.193698e-05
B_x,case_ii_edge,20.0,1.0,period_nm+,3.550697e-07,-1.869170e-04
B_x,case_ii_edge,20.0,1.0,depth_nm-,-7.442565e-04,2.645854e-03
B_x,case_ii_edge,20.0,1.0,depth_nm+,-8.791649e-04,-1.136207e-03
B_x,case_ii_edge,20.0,1.0,half_x_nm-,-4.559804e-04,-6.740881e-04
B_x,case_ii_edge,20.0,1.0,half_x_nm+,-1.523965e-03,1.010082e-04
B_x,case_ii_edge,20.0,1.0,half_z_nm-,-5.453828e-04,5.890684e-04
B_x,case_ii_edge,20.0,1.0,half_z_nm+,-1.742384e-03,-1.006190e-03
